analyst,1802 台玻,2303 聯電,2313 華通,2317 鴻海,2330 台積電,2367 燿華,2368 金像電,2454 聯發科,3450 聯鈞,3715 定穎投控,4958 臻鼎-KY,4979 華星光通科技股份有限公司,5340 建榮工業材料股份有限公司,5469 瀚宇博,8996 高力
鐘崑禎分析師_摩爾證券投顧,買進,賣出,中立,買進,中立,中立,中立,買進,買進,中立,中立,買進,買進,中立,買進
