analyst,1303 南亞,1802 台玻,1815 富喬工業股份有限公司,2308 台達電,2317 鴻海,2327 國巨*,2330 台積電,2344 華邦電,2382 廣達,2383 台光電,2408 南亞科,2454 聯發科,2603 長榮,2609 陽明,2615 萬海,2637 慧洋-KY,3017 奇鋐,3019 亞光,3037 欣興,3260 威剛科技股份有限公司,3443 創意,3517 高麗,3661 世芯-KY,3674 高麗,3680 家登精密工業股份有限公司,3715 定穎投控,4585 達明,5439 高技企業股份有限公司,6188 廣明光電股份有限公司,6274 台燿科技股份有限公司,6669 緯穎,8021 尖點,8046 南電,8112 至上,8299 群聯電子股份有限公司,8358 金居開發股份有限公司,8996 高力
謝晨彥分析師-摩爾證券投顧,,,,,,,中立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郭哲榮分析師-摩爾證券投顧,,,,,買進,賣出,買進,,,,,,,,賣出,,,,賣出,,,,,,,,,,,,,,,,,,
鐘崑禎分析師_摩爾證券投顧,,買進,買進,,賣出,,買進,買進,賣出,買進,買進,買進,,,,,,買進,買進,買進,買進,,,,,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進
陳昆仁分析師-摩爾證券投顧,賣出,,,買進,買進,,買進,,,,買進,買進,買進,買進,買進,買進,買進,,,,,買進,中立,買進,買進,,,,,,,,,,,,
