analyst,1605 華新,1732 毛寶,2303 聯電,2317 鴻海,2330 台積電,2337 旺宏,2408 南亞科,2449 京元電子,2454 聯發科,2605 新興,3017 奇鋐,3034 聯詠,3231 緯創,3711 日月光投控,4905 台聯電訊股份有限公司,6239 力成,6669 緯穎
何基鼎分析師-摩爾證券投顧,買進,,買進,中立,買進,買進,中立,買進,買進,,買進,買進,中立,買進,,中立,中立
郭哲榮分析師-摩爾證券投顧,,中立,,,,,,,,中立,,,,,買進,,
