analyst,1802 台玻,1815 富喬工業股份有限公司,2317 鴻海,2330 台積電,2382 廣達,2454 聯發科,3017 奇鋐,3019 亞光,3163 波若威科技股份有限公司,3211 順達科技股份有限公司,3363 上詮光纖通信股份有限公司,3450 聯鈞,3715 定穎投控,4571 鈞興-KY,4979 華星光通科技股份有限公司,8358 金居開發股份有限公司,8996 高力
鐘崑禎分析師_摩爾證券投顧,買進,買進,買進,中立,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進
