analyst,00635 臺積電,1802 台玻,1815 富喬工業股份有限公司,2317 鴻海,2327 國巨*,2330 台積電,2344 華邦電,2368 金像電,2382 廣達,2383 台光電,2408 南亞科,2449 京元電子,2492 華新科,3034 聯詠,3231 緯創,3711 日月光投控,6173 信昌電子陶瓷股份有限公司,8021 尖點,8299 群聯電子股份有限公司,8358 金居開發股份有限公司
何基鼎分析師-摩爾證券投顧,買進,買進,買進,中立,中立,買進,買進,買進,中立,買進,買進,買進,中立,買進,中立,買進,中立,買進,中立,買進
