analyst,1802 台玻,1815 富喬工業股份有限公司,2313 華通,2317 鴻海,2330 台積電,2354 鴻準,2367 燿華,2368 金像電,2382 廣達,2454 聯發科,3019 亞光,3715 定穎投控,4958 臻鼎-KY,5340 建榮工業材料股份有限公司,5439 高技企業股份有限公司,8996 高力
鐘崑禎分析師_摩爾證券投顧,買進,買進,買進,中立,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進
