analyst,2303 聯電,2317 鴻海,2330 台積電,2344 華邦電,2382 廣達,2408 南亞科,2454 聯發科,3231 緯創,6770 力積電
何基鼎分析師-摩爾證券投顧,買進,買進,買進,中立,買進,中立,買進,買進,中立
郭哲榮分析師-摩爾證券投顧,,,,,,,,,
