analyst,00631L 元大台灣50正2,1269 臺耀,2059 川湖,2317 鴻海,2330 台積電,2332 友訊,2337 旺宏,2344 華邦電,2383 台光電,2408 南亞科,2454 聯發科,3534 利基電,5289 宜鼎國際股份有限公司,8299 群聯電子股份有限公司
何基鼎分析師-摩爾證券投顧,買進,買進,買進,買進,買進,買進,中立,中立,買進,中立,買進,中立,中立,中立
郭哲榮分析師-摩爾證券投顧,,,,,,,,,,,,,,
