analyst,1536 和大,1802 台玻,1815 富喬工業股份有限公司,2313 華通,2330 台積電,2368 金像電,2383 台光電,2498 宏達電,3044 健鼎,3163 波若威科技股份有限公司,3305 昇貿,3324 雙鴻科技股份有限公司,3363 上詮光纖通信股份有限公司,3443 創意,3450 聯鈞,3491 昇達科技股份有限公司,3661 世芯-KY,3715 定穎投控,4510 高鋒工業股份有限公司,4571 鈞興-KY,4576 大銀微系統,4585 達明,4749 新應材股份有限公司,4979 華星光通科技股份有限公司,5284 jpp-KY,5340 建榮工業材料股份有限公司,5439 高技企業股份有限公司,6188 廣明光電股份有限公司,6190 萬泰科技股份有限公司,6274 台燿科技股份有限公司,6285 啟��,6591 動力-KY,8033 雷虎,8222 寶一,8358 金居開發股份有限公司,8996 高力
鐘崑禎分析師_摩爾證券投顧,買進,買進,買進,買進,買進,中立,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,中立,買進,買進,買進,買進,買進,買進,買進,買進,中立,買進,買進,買進,買進,買進,買進,買進,買進,買進
