code,name,english_name
3259,鑫創科技股份有限公司,鑫創
3260,威剛科技股份有限公司,威剛
3264,欣銓科技股份有限公司,欣銓
3265,台星科股份有限公司,台星科
3268,海德威電子工業股份有限公司,海德威
3272,東碩資訊股份有限公司,東碩
3276,宇環科技股份有限公司,宇環
3284,太普高精密影像股份有限公司,太普高
3285,微端科技股份有限公司,微端
3287,廣寰科技股份有限公司,廣寰科
3288,點晶科技股份有限公司,點晶
3289,宜特科技股份有限公司,宜特
3290,東浦精密光電股份有限公司,東浦
3293,鈊象電子股份有限公司,鈊象
3294,英濟股份有限公司,英濟
3297,杭特電子股份有限公司,杭特
3303,岱稜科技股份有限公司,岱稜
3306,鼎天國際股份有限公司,鼎天
3310,佳穎精密企業股份有限公司,佳穎
3313,斐成開發科技股份有限公司,斐成
3317,尼克森微電子股份有限公司,尼克森
3322,建舜電子製造股份有限公司,建舜電
3323,加百裕工業股份有限公司,加百裕
3324,雙鴻科技股份有限公司,雙鴻
3325,旭品科技股份有限公司,旭品
3332,幸康電子股份有限公司,幸康
3339,泰谷光電科技股份有限公司,泰谷
3349,寶德科技股份有限公司,寶德
3354,律勝科技股份有限公司,律勝
3357,西北臺慶科技股份有限公司,臺慶科
3360,尚立股份有限公司,尚立
3362,先進光電科技股份有限公司,先進光
3363,上詮光纖通信股份有限公司,上詮
3372,台灣典範半導體股份有限公司,典範
3373,熱映光電股份有限公司,熱映
3374,精材科技股份有限公司,精材
3379,彬台科技股份有限公司,彬台
3388,崇越電通股份有限公司,崇越電
3390,旭軟電子科技股份有限公司,旭軟
3402,漢科系統科技股份有限公司,漢科
3426,台興電子企業股份有限公司,台興
3430,奇鈦科技股份有限公司,奇鈦科
3434,哲固資訊科技股份有限公司,哲固
3438,台灣類比科技股份有限公司,類比科
3441,聯一光電股份有限公司,聯一光電
3444,利機企業股份有限公司,利機
3455,由田新技股份有限公司,由田
3465,進泰電子科技股份有限公司,進泰電子
3466,德晉科技股份有限公司,德晉
3467,台灣精材股份有限公司,台灣精材
3479,安勤科技股份有限公司,安勤
3483,力致科技股份有限公司,力致
3484,崧騰企業股份有限公司,崧騰
3489,森寶開發股份有限公司,森寶
3490,單井工業股份有限公司,單井
3491,昇達科技股份有限公司,昇達科
3492,長盛科技股份有限公司,長盛
3498,陽程科技股份有限公司,陽程
3499,環天世通科技股份有限公司,環天科
3508,位速科技股份有限公司,位速
3511,矽瑪科技股份有限公司,矽瑪
3512,皇龍開發股份有限公司,皇龍
3516,亞帝歐光電股份有限公司,亞帝歐
3520,華盈電子股份有限公司,華盈
3521,台鋼建設事業股份有限公司,台鋼建設
3522,御嵿國際股份有限公司,御嵿
3523,迎輝科技股份有限公司,迎輝
3526,凡甲科技股份有限公司,凡甲
3527,聚積科技股份有限公司,聚積
3529,力旺電子股份有限公司,力旺
3531,先益電子工業股份有限公司,先益
3537,堡達實業股份有限公司,堡達
3540,曜越科技股份有限公司,曜越
3541,西柏科技股份有限公司,西柏
3546,宇峻奧汀科技股份有限公司,宇峻
3548,兆利科技工業股份有限公司,兆利
3551,世禾科技股份有限公司,世禾
3552,同致電子企業股份有限公司,同致
3555,博士旺創新股份有限公司,博士旺
3556,禾瑞亞科技股份有限公司,禾瑞亞
3558,神準科技股份有限公司,神準
3564,其陽科技股份有限公司,其陽
3567,逸昌科技股份有限公司,逸昌
3570,大塚資訊科技股份有限公司,大塚
3577,泓格科技股份有限公司,泓格
3580,友威科技股份有限公司,友威科
3581,博磊科技股份有限公司,博磊
3587,閎康科技股份有限公司,閎康
3594,磐儀科技股份有限公司,磐儀
3597,映興電子股份有限公司,映興
3609,三一東林科技股份有限公司,三一東林
3611,鼎翰科技股份有限公司,鼎翰
3615,安可光電股份有限公司,安可
3623,富晶通科技股份有限公司,富晶通
3624,光頡科技股份有限公司,光頡
3625,西勝國際股份有限公司,西勝
3628,盈正豫順電子股份有限公司,盈正
3629,地心引力股份有限公司,地心引力
3630,新鉅科技股份有限公司,新鉅科
3631,晟楠科技股份有限公司,晟楠
3632,研勤科技股份有限公司,研勤
3646,艾恩特精密工業股份有限公司,艾恩特
3663,鑫科材料科技股份有限公司,鑫科
3664,安瑞科技股份有限公司,安瑞-KY
3666,光耀科技股份有限公司,光耀
3672,康聯訊科技股份有限公司,康聯訊
3675,德微科技股份有限公司,德微
3680,家登精密工業股份有限公司,家登
3684,榮昌科技股份有限公司,榮昌
3685,元創精密車業股份有限公司,元創精密
3687,茂為歐買尬數位科技股份有限公司,歐買尬
3689,湧德電子股份有限公司,湧德
3691,碩禾電子材料股份有限公司,碩禾
3693,營邦企業股份有限公司,營邦
3707,漢磊科技股份有限公司,漢磊
3709,鑫聯大投資控股股份有限公司,鑫聯大投控
3710,連展投資控股股份有限公司,連展投控
3713,新晶投資控股股份有限公司,新晶投控
4102,永日化學工業股份有限公司,永日
4105,台灣東洋藥品工業股份有限公司,東洋
4107,邦特生物科技股份有限公司,邦特
4109,加捷生醫股份有限公司,加捷生醫
4111,濟生醫藥生技股份有限公司,濟生
4113,聯上實業股份有限公司,聯上
4114,健喬信元醫藥生技股份有限公司,健喬
4116,明基三豐醫療器材股份有限公司,明基醫
4120,友華生技醫藥股份有限公司,友華
4121,優盛醫學科技股份有限公司,優盛
4123,晟德大藥廠股份有限公司,晟德
4126,太平洋醫材股份有限公司,太醫
4127,天良生物科技企業股份有限公司,天良
4128,中天生物科技股份有限公司,中天
4129,聯合骨科器材股份有限公司,聯合
4130,健亞生物科技股份有限公司,健亞
4131,浩泰精準股份有限公司,浩泰
4138,曜亞國際股份有限公司,曜亞
4139,馬光保健控股股份有限公司,馬光-KY
4147,中裕新藥股份有限公司,中裕
4153,鈺緯科技開發股份有限公司,鈺緯
4154,樂威科股份有限公司,樂威科-KY
4157,太景醫藥研發控股股份有限公司,太景*-KY
4160,訊聯基因數位股份有限公司,訊聯基因
4161,聿新生物科技股份有限公司,聿新科
4162,智擎生技製藥股份有限公司,智擎
4163,鐿鈦科技股份有限公司,鐿鈦
4166,友霖生技醫藥股份有限公司,友霖
4167,松瑞製藥股份有限公司,松瑞藥
4168,台灣醣聯生技醫藥股份有限公司,醣聯
4171,瑞基海洋生物科技股份有限公司,瑞基
4173,久裕企業股份有限公司,久裕
4174,台灣浩鼎生技股份有限公司,浩鼎
4175,杏一醫療用品股份有限公司,杏一
4183,福永生物科技股份有限公司,福永生技
4188,安克生醫股份有限公司,安克
4192,杏國新藥股份有限公司,杏國
4198,欣大健康投資控股股份有限公司,欣大健康
4205,中華食品實業股份有限公司,中華食
4207,環泰企業股份有限公司,環泰
4303,信立化學工業股份有限公司,信立
4304,勝昱科技股份有限公司,勝昱
4305,世坤塑膠股份有限公司,世坤
4401,東隆興業股份有限公司,東隆興
4402,郡都開發股份有限公司,郡都開發
4406,新昕纖維股份有限公司,新昕纖
4413,飛寶企業股份有限公司,飛寶企業
4416,三圓建設股份有限公司,三圓
4417,金洲海洋科技股份有限公司,金洲
4419,皇家國際美食股份有限公司,皇家美食
4420,光明絲織廠股份有限公司,光明
4430,耀億工業股份有限公司,耀億
4432,銘旺實業股份有限公司,銘旺實
4433,興采實業股份有限公司,興采
4442,開曼群島商竣邦國際股份有限公司,竣邦-KY
4502,健信科技工業股份有限公司,健信
4503,金雨企業股份有限公司,金雨
4506,崇友實業(股)公司,崇友
4510,高鋒工業股份有限公司,高鋒
4513,福裕事業股份有限公司,福裕
4523,永彰科技股份有限公司,永彰
4527,(方方土)霖冷凍機械股份有限公司,方方土霖
4528,江興鍛壓工業股份有限公司,江興鍛
4529,淳紳股份有限公司,淳紳
4530,宏易創新國際股份有限公司,宏易
4533,協易機械工業股份有限公司,協易機
4534,慶騰精密科技股份有限公司,慶騰
4535,至興精機股份有限公司,至興
4538,大詠城機械股份有限公司,大詠城
4541,晟田科技工業股份有限公司,晟田
4542,科嶠工業股份有限公司,科嶠
4543,萬在工業股份有限公司,萬在
4549,桓達科技股份有限公司,桓達
4550,長佳機電工程股份有限公司,長佳
4554,橙的電子股份有限公司,橙的
4556,旭然國際股份有限公司,旭然
4558,寶緯工業股份有限公司,寶緯
4561,健椿工業股份有限公司,健椿
4563,百德機械股份有限公司,百德
4568,科際精密股份有限公司,科際精密
4577,達航科技股份有限公司,達航科技
4580,捷流閥業股份有限公司,捷流閥業
4584,君帆工業股份有限公司,君帆
4609,唐鋒實業股份有限公司,唐鋒
4702,中美聯合實業股份有限公司,中美實
4706,大恭化學工業股份有限公司,大恭
4707,磐亞股份有限公司,磐亞
4711,永純化學工業股份有限公司,永純
4714,永捷創新科技股份有限公司,永捷
4716,大立高分子工業股份有限公司,大立
4721,美琪瑪國際股份有限公司,美琪瑪
4726,永昕生物醫藥股份有限公司,永昕
4728,雙美生物科技股份有限公司,雙美
4729,熒茂光學股份有限公司,熒茂
4735,豪展醫療科技股份有限公司,豪展
4741,泓瀚科技股份有限公司,泓瀚
4743,合一生技股份有限公司,合一
4744,皇將科技股份有限公司,皇將
4745,合富醫療控股股份有限公司,合富-KY
4747,強生化學製藥廠股份有限公司,強生製藥
4749,新應材股份有限公司,新應材
4754,國碳科技股份有限公司,國碳科
4760,勤凱科技股份有限公司,勤凱科技
4767,誠泰工業科技股份有限公司,誠泰科技
4768,晶呈科技股份有限公司,晶呈科技
4772,台灣特品化學股份有限公司,台特化
4804,大略國際控股有限公司,大略-KY
4806,桂田文創娛樂股份有限公司,桂田文創
4903,聯合光纖通信股份有限公司,聯光通
4905,台聯電訊股份有限公司,台聯電
4907,富宇地產股份有限公司,富宇
4908,前鼎光電股份有限公司,前鼎
4909,新復興微波通訊股份有限公司,新復興
4911,德英生物科技股份有限公司,德英
4923,力士科技股份有限公司,力士
4924,欣厚科技股份有限公司,欣厚-KY
4931,新盛力科技股份有限公司,新盛力
4933,友輝光電股份有限公司,友輝
4939,亞洲電材股份有限公司,亞電
4946,紅心辣椒娛樂科技股份有限公司,辣椒
4950,金耘國際股份有限公司,金耘國際
4951,精拓科技股份有限公司,精拓科
4953,緯創軟體股份有限公司,緯軟
4966,譜瑞科技股份有限公司,譜瑞-KY
4971,英特磊科技股份有限公司,IET-KY
4972,湯石照明科技股份有限公司,湯石照明
4973,廣穎電通股份有限公司,廣穎電通
4974,亞泰影像科技股份有限公司,亞泰
4979,華星光通科技股份有限公司,華星光
4987,科誠股份有限公司,科誠
4991,環宇通訊半導體控股股份有限公司,環宇-KY
4995,晶達光電股份有限公司,晶達
5009,榮剛材料科技股份有限公司,榮剛
5011,久陽精密股份有限公司,久陽
5013,強新工業股份有限公司,強新
5014,建錩實業股份有限公司,建錩
5015,華祺工業股份有限公司,華祺
5016,松和工業股份有限公司,松和
5201,凱衛資訊股份有限公司,凱衛
5202,力新國際科技股份有限公司,力新
5205,中茂能資系統整合科技(股)公司,中茂
5206,坤悅開發股份有限公司,坤悅
5209,新鼎系統股份有限公司,新鼎
5210,寶碩財務科技股份有限公司,寶碩
5211,蒙恬科技股份有限公司,蒙恬
5212,凌網科技股份有限公司,凌網
5213,亞昕國際開發股份有限公司,亞昕
5220,萬達光電科技股份有限公司,萬達光電
5223,安力國際股份有限公司,安力-KY
5227,蓋曼立凱電能科技(股)公司,立凱-KY
5228,鈺鎧科技股份有限公司,鈺鎧
5230,雷笛克光學股份有限公司,雷笛克光學
5236,凌陽創新科技股份有限公司,凌陽創新
5245,智晶光電股份有限公司,智晶
5251,天鉞電子股份有限公司,天鉞電
5263,智崴資訊科技股份有限公司,智崴
5272,笙科電子股份有限公司,笙科
5274,信驊科技股份有限公司,信驊
5276,達輝股份有限公司,達輝-KY
5278,尚凡國際創新科技股份有限公司,尚凡*
5287,數字科技股份有限公司,數字
5289,宜鼎國際股份有限公司,宜鼎
5291,邑昇實業股份有限公司,邑昇
5299,杰力科技股份有限公司,杰力
5301,寶得利國際股份有限公司,寶得利
5302,太欣半導體股份有限公司,太欣
5309,系統電子工業股份有限公司,系統電
5310,天剛資訊股份有限公司,天剛
5312,寶島光學科技股份有限公司,寶島科
5314,世紀民生科技股份有限公司,世紀*
5315,光聯科技股份有限公司,光聯
5321,美而快國際股份有限公司,美而快
5324,士林開發股份有限公司,士開
5328,華容股份有限公司,華容
5340,建榮工業材料股份有限公司,建榮
5344,立衛科技股份有限公司,立衛
5345,馥鴻建設股份有限公司,馥鴻
5347,世界先進積體電路股份有限公司,世界
5348,正能量智能股份有限公司,正能量智能
5351,鈺創科技股份有限公司,鈺創
5353,台林電通股份有限公司,台林
5355,佳總興業股份有限公司,佳總
5356,協益電子股份有限公司,協益
5364,力麗觀光開發股份有限公司,力麗店
5371,中強光電股份有限公司,中光電
5381,光譜電工股份有限公司,光譜
5386,青雲國際科技股份有限公司,青雲
5392,能率創新股份有限公司,能率
5398,慕康生技醫藥股份有限公司,慕康生醫
5403,中菲電腦股份有限公司,中菲
5410,國眾電腦股份有限公司,國眾
5425,台灣半導體股份有限公司,台半
5426,振發實業股份有限公司,振發
5432,新門科技股份有限公司,新門
5438,東友科技股份有限公司,東友
5439,高技企業股份有限公司,高技
5443,均豪精密工業股份有限公司,均豪
5450,南良國際股份有限公司,南良
5452,佶優科技股份有限公司,佶優
5455,昇益開發股份有限公司,昇益
5457,宣德科技股份有限公司,宣德
5460,同協電子股份有限公司,同協
5464,霖宏科技股份有限公司,霖宏
5465,富驊企業股份有限公司,富驊
5468,凱鈺科技股份有限公司,凱鈺
5474,聰泰科技開發股份有限公司,聰泰
5475,德宏工業股份有限公司,德宏
5478,智冠科技股份有限公司,智冠
5481,新華泰富股份有限公司,新華
5483,中美矽晶製品股份有限公司,中美晶
5487,通泰積體電路股份有限公司,通泰
5488,松普科技股份有限公司,松普
5489,彩富電子股份有限公司,彩富
5490,同亨科技股份有限公司,同亨
5493,三聯科技股份有限公司,三聯
5498,凱崴電子股份有限公司,凱崴
5508,永信建設開發股份有限公司,永信建
5511,德昌營造股份有限公司,德昌
5512,力麒建設股份有限公司,力麒
5514,三豐建設股份有限公司,三豐
5516,雙喜營造股份有限公司,雙喜
5520,力泰建設企業股份有限公司,力泰
5523,豐謙建設股份有限公司,豐謙
5529,鉅陞國際開發股份有限公司,鉅陞
5530,龍巖股份有限公司,龍巖
5536,聖暉工程科技股份有限公司,聖暉*
5543,桓鼎股份有限公司,桓鼎-KY
5547,久舜營造股份有限公司,久舜
5548,安倉營造股份有限公司,安倉
5601,臺聯貨櫃通運股份有限公司,台聯櫃
5603,陸海股份有限公司,陸海
5604,中連誠企業股份有限公司,中連
5609,中菲行國際物流股份有限公司,中菲行
5701,劍湖山世界股份有限公司,劍湖山
5703,亞都麗緻大飯店股份有限公司,亞都麗緻
5704,知本老爺大酒店股份有限公司,老爺知
5864,致和證券股份有限公司,致和證
5878,台名保險經紀人股份有限公司,台名
5902,德記洋行股份有限公司,德記
5903,全家便利商店股份有限公司,全家
5904,寶雅國際股份有限公司,寶雅
5905,南仁湖育樂股份有限公司,南仁湖
6015,宏遠證券股份有限公司,宏遠證
6016,康和綜合證券股份有限公司,康和證
6020,大展證券股份有限公司,大展證
6021,美好證券股份有限公司,美好證
6023,元大期貨股份有限公司,元大期貨
6026,福邦證券股份有限公司,福邦證
6101,寬魚國際股份有限公司,寬魚國際
6103,合邦電子股份有限公司,合邦
6104,創惟科技股份有限公司,創惟
6109,亞元科技股份有限公司,亞元
6111,光聚晶電聯合股份有限公司,光聚晶電
6113,亞矽科技股份有限公司,亞矽
6114,久威國際股份有限公司,久威
6118,建達國際股份有限公司,建達
6121,新普科技股份有限公司,新普
6122,擎邦國際科技工程股份有限公司,擎邦
6123,上奇科技股份有限公司,上奇
6124,業強科技股份有限公司,業強
6125,廣運機械工程股份有限公司,廣運
6126,信音企業股份有限公司,信音
6127,九豪精密陶瓷股份有限公司,九豪
6129,普誠科技股份有限公司,普誠
6130,上亞科技股份有限公司,上亞科技
6134,萬旭電業股份有限公司,萬旭
6138,茂達電子股份有限公司,茂達
6140,訊達電腦股份有限公司,訊達電腦
6143,振曜科技股份有限公司,振曜
6144,得利影視股份有限公司,得利影
6146,耕興股份有限公司,耕興
6147,頎邦科技股份有限公司,頎邦
6148,驊宏資通股份有限公司,驊宏資
6150,撼訊科技股份有限公司,撼訊
6151,晉倫科技股份有限公司,晉倫
6154,順發電腦股份有限公司,順發
6156,松上電子股份有限公司,松上
6158,禾昌興業股份有限公司,禾昌
6160,欣技資訊股份有限公司,欣技
6161,捷波資訊股份有限公司,捷波
6163,華電聯網股份有限公司,華電網
6167,久正光電股份有限公司,久正
6169,昱泉國際股份有限公司,昱泉
6170,統振股份有限公司,統振
6171,大城地產股份有限公司,大城地產
6173,信昌電子陶瓷股份有限公司,信昌電
6174,安碁科技股份有限公司,安碁
6175,立敦科技股份有限公司,立敦
6179,亞通利大能源股份有限公司,亞通
6180,遊戲橘子數位科技股份有限公司,橘子
6182,合晶科技股份有限公司,合晶
6185,幃翔精密股份有限公司,幃翔
6186,新潤興業股份有限公司,新潤
6187,萬潤科技股份有限公司,萬潤
6188,廣明光電股份有限公司,廣明
6190,萬泰科技股份有限公司,萬泰科
6194,育富電子股份有限公司,育富
6195,詩肯股份有限公司,詩肯
6198,瑞築建設股份有限公司,瑞築
6199,天品聯合企業股份有限公司,天品
6203,海韻電子工業股份有限公司,海韻電
6204,台灣艾華電子工業股份有限公司,艾華
6207,雷科股份有限公司,雷科
6208,日揚科技股份有限公司,日揚
6210,慶生電子股份有限公司,慶生
6212,理銘開發股份有限公司,理銘
6217,中國探針股份有限公司,中探針
6218,豪勉科技股份有限公司,豪勉
6219,富旺國際開發股份有限公司,富旺
6220,岳豐科技股份有限公司,岳豐
6221,晉泰科技股份有限公司,晉泰
6222,立軒開發建設股份有限公司,立軒
6223,旺矽科技股份有限公司,旺矽
6227,茂綸股份有限公司,茂綸
6228,全譜科技股份有限公司,全譜
6229,研通科技股份有限公司,研通
6231,系微股份有限公司,系微
6233,旺玖科技股份有限公司,旺玖
6234,高僑自動化科技股份有限公司,高僑
6236,中湛股份有限公司,中湛
6237,驊訊電子企業股份有限公司,驊訊
6240,松崗國際興業股份有限公司,松崗
6241,鑫永洋科技股份有限公司,鑫永洋
6242,立康生醫事業股份有限公司,立康
6244,茂迪股份有限公司,茂迪
6245,立端科技股份有限公司,立端
6246,臺龍電子股份有限公司,臺龍
6248,沛波鋼鐵股份有限公司,沛波
6259,百徽股份有限公司,百徽
6261,久元電子股份有限公司,久元
6263,普萊德科技股份有限公司,普萊德
6264,富裔實業股份有限公司,富裔
6265,方土昶股份有限公司,方土昶
6266,泰詠電子股份有限公司,泰詠
6270,倍微科技股份有限公司,倍微
6274,台燿科技股份有限公司,台燿
6275,元山科技工業股份有限公司,元山
6276,安鈦克科技股份有限公司,安鈦克
6279,胡連精密股份有限公司,胡連
6284,佳邦科技股份有限公司,佳邦
6290,良維科技股份有限公司,良維
6291,沛亨半導體股份有限公司,沛亨
6292,迅德興業股份有限公司,迅德
6294,智基科技開發股份有限公司,智基
6411,晶焱科技股份有限公司,晶焱
6417,韋僑科技股份有限公司,韋僑
6418,詠昇電子股份有限公司,詠昇
6419,京晨科技股份有限公司,京晨科
6423,億而得微電子股份有限公司,億而得
6425,易發精機股份有限公司,易發
6432,今展科技股份有限公司,今展科
6435,大中積體電路股份有限公司,大中
6441,廣錠科技股份有限公司,廣錠
6461,益得生物科技股份有限公司,益得
6462,神盾股份有限公司,神盾
6465,威潤科技股份有限公司,威潤
6469,大樹醫藥股份有限公司,大樹
6470,宇智網通股份有限公司,宇智
6474,華豫寧股份有限公司,華豫寧
6482,弘煜科技事業股份有限公司,弘煜科
6485,點序科技股份有限公司,點序
6486,互動國際數位股份有限公司,互動
6488,環球晶圓股份有限公司,環球晶
6492,生華生物科技股份有限公司,生華科
6494,九齊科技股份有限公司,九齊
6496,科懋生物科技股份有限公司,科懋
6498,久禾光電股份有限公司,久禾光
6499,益安生醫股份有限公司,益安
6506,雙邦實業股份有限公司,雙邦
6508,惠光股份有限公司,惠光
6509,聚和國際股份有限公司,聚和
6510,中華精測科技股份有限公司,精測
6512,啟發電子股份有限公司,啟發電
6516,勤崴國際科技股份有限公司,勤崴國際
6517,保勝光學股份有限公司,保勝光學
6523,達爾膚生醫科技股份有限公司,達爾膚
6527,明達醫學科技股份有限公司,明達醫
6530,創威光電股份有限公司,創威
6532,瑞耘科技股份有限公司,瑞耘
6535,順天醫藥生技股份有限公司,順藥
6538,倉和股份有限公司,倉和
6542,隆中網絡股份有限公司,隆中
6546,正基科技股份有限公司,正基
6547,高端疫苗生物製劑股份有限公司,高端疫苗
6548,長華科技股份有限公司,長科*
6556,勝品電通股份有限公司,勝品
6560,欣普羅光電股份有限公司,欣普羅
6561,是方電訊股份有限公司,是方
6568,宏觀微電子股份有限公司,宏觀
6569,醫揚科技股份有限公司,醫揚
6570,維田科技股份有限公司,維田
6574,霈方國際股份有限公司,霈方
6576,逸達生物科技股份有限公司,逸達
6577,勁豐電子股份有限公司,勁豐
6578,達邦蛋白生技股份有限公司,達邦蛋白
6584,南俊國際股份有限公司,南俊國際
6588,東典光電科技股份有限公司,東典光電
6590,普鴻資訊股份有限公司,普鴻
6593,台灣銘板股份有限公司,台灣銘板
6596,寬宏藝術經紀股份有限公司,寬宏藝術
6597,立誠光電股份有限公司,立誠
6603,富強鑫精密工業股份有限公司,富強鑫
6609,台灣瀧澤科技股份有限公司,瀧澤科
6612,應用奈米醫材科技股份有限公司,奈米醫材
6613,朋億股份有限公司,朋億*
6615,慧智基因股份有限公司,慧智
6616,特昇國際股份有限公司,特昇-KY
6617,共信醫藥科技控股股份有限公司,共信-KY
6620,漢達生技醫藥股份有限公司,漢達
6624,萬年清環境工程股份有限公司,萬年清
6629,泰金投資控股股份有限公司,泰金-KY
6637,醫影股份有限公司,醫影
6640,均華精密工業股份有限公司,均華
6642,富致科技股份有限公司,富致
6643,&#20870;星科技股份有限公司,M31
6649,台灣生醫材料股份有限公司,台生材
6651,全宇昕科技股份有限公司,全宇昕
6654,天正國際精密機械股份有限公司,天正國際
6661,威健股份有限公司,威健生技
6662,樂斯科生物科技股份有限公司,樂斯科
6664,群翊工業股份有限公司,群翊
6667,信紘科技股份有限公司,信紘科
6679,鈺太科技股份有限公司,鈺太
6680,鑫創電子股份有限公司,鑫創電子
6683,雍智科技股份有限公司,雍智科技
6684,安格科技股份有限公司,安格
6690,安碁資訊股份有限公司,安碁資訊
6692,進金生能源服務股份有限公司,進能服
6693,廣閎科技股份有限公司,廣閎科
6697,東捷資訊服務股份有限公司,東捷資訊
6703,軒郁國際股份有限公司,軒郁
6708,天擎積體電路股份有限公司,天擎
6712,長聖國際生技股份有限公司,長聖
6716,應廣科技股份有限公司,應廣
6720,久昌科技股份有限公司,久昌
6721,信實保全股份有限公司,信實
6725,台灣矽科宏晟科技股份有限公司,矽科宏晟
6727,亞泰金屬工業股份有限公司,亞泰金屬
6728,上洋產業股份有限公司,上洋
