analyst,0050 元大台灣50,0051 元大中型100,1303 南亞,2330 台積電,2344 華邦電,2408 南亞科,2454 聯發科,2492 華新科,6667 信紘科技股份有限公司,8110 華東
何基鼎分析師-摩爾證券投顧,買進,買進,,買進,買進,買進,買進,買進,買進,買進
郭哲榮分析師-摩爾證券投顧,,,買進,,,,,,,
