analyst,00646 元大S&P500,2330 台積電,2345 智邦,2368 金像電,2383 台光電,2404 漢唐,3017 奇鋐,3706 神達,6227 茂綸股份有限公司
謝晨彥分析師-摩爾證券投顧,買進,買進,買進,買進,買進,買進,買進,買進,買進
