analyst,1303 南亞,2303 聯電,2308 台達電,2317 鴻海,2327 國巨*,2330 台積電,2382 廣達,2408 南亞科,2454 聯發科,2481 強茂,3231 緯創,3692 維信電子,6669 緯穎
陳昆仁分析師-摩爾證券投顧,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進
