analyst,2330 台積電,2383 台光電,2454 聯發科,2492 華新科,3014 聯陽,3131 弘塑科技股份有限公司,3535 晶彩科,4931 新盛力科技股份有限公司,5443 均豪精密工業股份有限公司,6187 萬潤科技股份有限公司,6213 聯茂,6591 動力-KY,6640 均華精密工業股份有限公司,8047 星雲電腦股份有限公司,8064 東捷科技股份有限公司
鐘崑禎分析師_摩爾證券投顧,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進,買進
