analyst,2301 光寶科,2308 台達電,2330 台積電,2345 智邦,3017 奇鋐,3231 緯創,3661 世芯-KY
謝晨彥分析師-摩爾證券投顧,中立,賣出,買進,買進,買進,買進,買進
