analyst,0050 元大台灣50,2317 鴻海,2330 台積電,6669 緯穎,8299 群聯電子股份有限公司
何基鼎分析師-摩爾證券投顧,買進,買進,買進,買進,買進
郭哲榮分析師-摩爾證券投顧,中立,,,,
