analyst,2313 華通,2317 鴻海,2330 台積電,2454 聯發科,3019 亞光,3163 波若威科技股份有限公司,3363 上詮光纖通信股份有限公司,3450 聯鈞,4510 高鋒工業股份有限公司,4571 鈞興-KY,4576 大銀微系統,4979 華星光通科技股份有限公司,5284 jpp-KY,6130 上亞科技股份有限公司,6591 動力-KY,8996 高力
鐘崑禎分析師_摩爾證券投顧,買進,買進,買進,買進,買進,中立,中立,中立,中立,中立,中立,中立,買進,買進,買進,買進
