analyst,1802 台玻,1815 富喬工業股份有限公司,2317 鴻海,2330 台積電,2367 燿華,2368 金像電,3019 亞光,3044 健鼎,3211 順達科技股份有限公司,5439 高技企業股份有限公司,6213 聯茂,8358 金居開發股份有限公司,8996 高力
鐘崑禎分析師_摩爾證券投顧,買進,買進,買進,中立,買進,買進,買進,買進,買進,買進,買進,賣出,買進
