analyst,view_count,stock_code,stock_name,action,published_date,next_trading_day,video_id
郭哲榮分析師-摩爾證券投顧,27080,0050,元大台灣50,買進,2025-07-05,2025-07-07,9nsDvbdO_9s
郭哲榮分析師-摩爾證券投顧,27080,2317,鴻海,買進,2025-07-05,2025-07-07,9nsDvbdO_9s
郭哲榮分析師-摩爾證券投顧,27080,2330,台積電,買進,2025-07-05,2025-07-07,9nsDvbdO_9s
郭哲榮分析師-摩爾證券投顧,27080,2382,廣達,買進,2025-07-05,2025-07-07,9nsDvbdO_9s
郭哲榮分析師-摩爾證券投顧,26859,2382,廣達,買進,2025-07-14,2025-07-15,wGP2c2oV1QQ
郭哲榮分析師-摩爾證券投顧,26859,2603,長榮,買進,2025-07-14,2025-07-15,wGP2c2oV1QQ
郭哲榮分析師-摩爾證券投顧,26859,2637,慧洋-KY,買進,2025-07-14,2025-07-15,wGP2c2oV1QQ
郭哲榮分析師-摩爾證券投顧,26859,5347,世界先進積體電路股份有限公司,買進,2025-07-14,2025-07-15,wGP2c2oV1QQ
郭哲榮分析師-摩爾證券投顧,26859,6531,愛普*,買進,2025-07-14,2025-07-15,wGP2c2oV1QQ
郭哲榮分析師-摩爾證券投顧,14686,2330,台積電,買進,2025-07-15,2025-07-16,oBw_VRvMwMo
郭哲榮分析師-摩爾證券投顧,14686,3189,景碩,買進,2025-07-15,2025-07-16,oBw_VRvMwMo
郭哲榮分析師-摩爾證券投顧,14686,3231,緯創,買進,2025-07-15,2025-07-16,oBw_VRvMwMo
鐘崑禎分析師_摩爾證券投顧,61606,1815,富喬工業股份有限公司,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,61606,2317,鴻海,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,61606,2330,台積電,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,61606,2355,敬鵬,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,61606,2454,聯發科,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,61606,3044,健鼎,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,61606,5340,建榮工業材料股份有限公司,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,61606,8996,高力,買進,2025-07-25,2025-07-28,7ivJ70x3hb8
鐘崑禎分析師_摩爾證券投顧,48171,2313,華通,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,2317,鴻海,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,2330,台積電,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,2355,敬鵬,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,2368,金像電,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,2454,聯發科,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,2455,全新,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,3013,晟銘電,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,3105,穩懋半導體股份有限公司,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,3163,波若威科技股份有限公司,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,3450,聯鈞,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,4958,臻鼎-KY,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,5439,高技企業股份有限公司,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,6213,聯茂,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,48171,8996,高力,買進,2025-07-29,2025-07-30,7fUdoIr4SVA
鐘崑禎分析師_摩爾證券投顧,53824,1802,台玻,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,2303,聯電,賣出,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,2317,鴻海,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,2454,聯發科,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,3363,上詮光纖通信股份有限公司,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,3450,聯鈞,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,4979,華星光通科技股份有限公司,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,5340,建榮工業材料股份有限公司,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,53824,8996,高力,買進,2025-07-31,2025-08-04,-IVlbIHUe0M
鐘崑禎分析師_摩爾證券投顧,129057,1301,台塑,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,1303,南亞,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,1802,台玻,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,1815,富喬工業股份有限公司,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,2317,鴻海,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,2454,聯發科,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,5340,建榮工業材料股份有限公司,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,5439,高技企業股份有限公司,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,6213,聯茂,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,129057,8996,高力,買進,2025-08-01,2025-08-04,7G6h31SNQf4
鐘崑禎分析師_摩爾證券投顧,49093,1802,台玻,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,1815,富喬工業股份有限公司,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,2313,華通,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,2330,台積電,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,2354,鴻準,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,2367,燿華,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,2368,金像電,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,2382,廣達,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,2454,聯發科,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,3019,亞光,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,3044,健鼎,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,3715,定穎投控,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,4958,臻鼎-KY,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,5340,建榮工業材料股份有限公司,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,5439,高技企業股份有限公司,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
鐘崑禎分析師_摩爾證券投顧,49093,8996,高力,買進,2025-08-05,2025-08-06,RsBEjd93Uqo
郭哲榮分析師-摩爾證券投顧,16104,2382,廣達,買進,2025-08-06,2025-08-07,7GhtKa1jNj8
郭哲榮分析師-摩爾證券投顧,16104,3376,新日興,買進,2025-08-06,2025-08-07,7GhtKa1jNj8
鐘崑禎分析師_摩爾證券投顧,77727,2317,鴻海,買進,2025-08-06,2025-08-07,I0j8qqkX6Kc
鐘崑禎分析師_摩爾證券投顧,77727,2330,台積電,買進,2025-08-06,2025-08-07,I0j8qqkX6Kc
鐘崑禎分析師_摩爾證券投顧,77727,2454,聯發科,買進,2025-08-06,2025-08-07,I0j8qqkX6Kc
鐘崑禎分析師_摩爾證券投顧,77727,3019,亞光,買進,2025-08-06,2025-08-07,I0j8qqkX6Kc
鐘崑禎分析師_摩爾證券投顧,29335,2330,台積電,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,2367,燿華,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,2368,金像電,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,2454,聯發科,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,3017,奇鋐,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,3019,亞光,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,3044,健鼎,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,3211,順達科技股份有限公司,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,3491,昇達科技股份有限公司,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,4958,臻鼎-KY,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,5439,高技企業股份有限公司,買進,2025-08-08,2025-08-11,NKBN4daKBGo
鐘崑禎分析師_摩爾證券投顧,29335,8996,高力,買進,2025-08-08,2025-08-11,NKBN4daKBGo
郭哲榮分析師-摩爾證券投顧,23154,2324,仁寶,買進,2025-08-12,2025-08-13,uXh0Zcq5EpY
郭哲榮分析師-摩爾證券投顧,23154,2382,廣達,賣出,2025-08-12,2025-08-13,uXh0Zcq5EpY
郭哲榮分析師-摩爾證券投顧,23154,2408,南亞科,買進,2025-08-12,2025-08-13,uXh0Zcq5EpY
郭哲榮分析師-摩爾證券投顧,23154,2421,建準,買進,2025-08-12,2025-08-13,uXh0Zcq5EpY
郭哲榮分析師-摩爾證券投顧,23154,2454,聯發科,買進,2025-08-12,2025-08-13,uXh0Zcq5EpY
郭哲榮分析師-摩爾證券投顧,23154,3037,欣興,買進,2025-08-12,2025-08-13,uXh0Zcq5EpY
郭哲榮分析師-摩爾證券投顧,23154,6531,愛普*,買進,2025-08-12,2025-08-13,uXh0Zcq5EpY
郭哲榮分析師-摩爾證券投顧,23154,8069,元太科技工業股份有限公司,買進,2025-08-12,2025-08-13,uXh0Zcq5EpY
鐘崑禎分析師_摩爾證券投顧,38878,1605,華新,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
鐘崑禎分析師_摩爾證券投顧,38878,2317,鴻海,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
鐘崑禎分析師_摩爾證券投顧,38878,2330,台積電,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
鐘崑禎分析師_摩爾證券投顧,38878,2454,聯發科,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
鐘崑禎分析師_摩爾證券投顧,38878,3019,亞光,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
鐘崑禎分析師_摩爾證券投顧,38878,3363,上詮光纖通信股份有限公司,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
鐘崑禎分析師_摩爾證券投顧,38878,5439,高技企業股份有限公司,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
鐘崑禎分析師_摩爾證券投顧,38878,6213,聯茂,買進,2025-08-12,2025-08-13,YDrEZXZZhE8
郭哲榮分析師-摩爾證券投顧,22215,2317,鴻海,賣出,2025-08-14,2025-08-15,5XxBrSRRBPg
郭哲榮分析師-摩爾證券投顧,22215,3376,新日興,買進,2025-08-14,2025-08-15,5XxBrSRRBPg
鐘崑禎分析師_摩爾證券投顧,77511,1605,華新,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,1802,台玻,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,2313,華通,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,2330,台積電,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,3019,亞光,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,3044,健鼎,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,3163,波若威科技股份有限公司,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,4958,臻鼎-KY,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,6213,聯茂,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,77511,8996,高力,買進,2025-08-14,2025-08-15,ubXsyKWZlBE
鐘崑禎分析師_摩爾證券投顧,161552,1802,台玻,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,1815,富喬工業股份有限公司,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,2317,鴻海,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,2367,燿華,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,2368,金像電,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,3019,亞光,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,3044,健鼎,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,3211,順達科技股份有限公司,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,5439,高技企業股份有限公司,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,6213,聯茂,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,8358,金居開發股份有限公司,賣出,2025-08-15,2025-08-18,EeJGzyEAM-g
鐘崑禎分析師_摩爾證券投顧,161552,8996,高力,買進,2025-08-15,2025-08-18,EeJGzyEAM-g
郭哲榮分析師-摩爾證券投顧,21807,0050,元大台灣50,買進,2025-08-16,2025-08-18,zL3MRjU4c5I
鐘崑禎分析師_摩爾證券投顧,62736,1802,台玻,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,1815,富喬工業股份有限公司,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,2317,鴻海,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,2382,廣達,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,2454,聯發科,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,3017,奇鋐,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,3019,亞光,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,3163,波若威科技股份有限公司,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,3211,順達科技股份有限公司,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,3363,上詮光纖通信股份有限公司,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,3450,聯鈞,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,3715,定穎投控,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,4571,鈞興-KY,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,4979,華星光通科技股份有限公司,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,8358,金居開發股份有限公司,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,62736,8996,高力,買進,2025-08-20,2025-08-21,qqohoRRekEw
鐘崑禎分析師_摩爾證券投顧,101209,2330,台積電,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,2383,台光電,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,2454,聯發科,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,2492,華新科,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,3014,聯陽,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,3131,弘塑科技股份有限公司,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,3535,晶彩科,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,4931,新盛力科技股份有限公司,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,5443,均豪精密工業股份有限公司,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,6187,萬潤科技股份有限公司,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,6213,聯茂,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,6591,動力-KY,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,6640,均華精密工業股份有限公司,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,8047,星雲電腦股份有限公司,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,101209,8064,東捷科技股份有限公司,買進,2025-08-21,2025-08-22,xiDec3xvwqU
鐘崑禎分析師_摩爾證券投顧,145189,2317,鴻海,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,2330,台積電,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,2383,台光電,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,2454,聯發科,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,3019,亞光,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,5284,jpp-KY,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,6213,聯茂,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,6591,動力-KY,買進,2025-08-22,2025-08-25,BHYhguaHNzI
鐘崑禎分析師_摩爾證券投顧,145189,8996,高力,買進,2025-08-22,2025-08-25,BHYhguaHNzI
郭哲榮分析師-摩爾證券投顧,15804,2303,聯電,買進,2025-08-26,2025-08-27,oZTKyfi-p-M
郭哲榮分析師-摩爾證券投顧,15804,2328,廣宇,買進,2025-08-26,2025-08-27,oZTKyfi-p-M
郭哲榮分析師-摩爾證券投顧,15804,2330,台積電,買進,2025-08-26,2025-08-27,oZTKyfi-p-M
郭哲榮分析師-摩爾證券投顧,15804,2548,華固,買進,2025-08-26,2025-08-27,oZTKyfi-p-M
鐘崑禎分析師_摩爾證券投顧,25452,1802,台玻,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,1815,富喬工業股份有限公司,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,2317,鴻海,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,2330,台積電,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,2454,聯發科,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,3324,雙鴻科技股份有限公司,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,3363,上詮光纖通信股份有限公司,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,3450,聯鈞,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,4571,鈞興-KY,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,4576,大銀微系統,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,4749,新應材股份有限公司,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,4979,華星光通科技股份有限公司,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,5284,jpp-KY,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,5340,建榮工業材料股份有限公司,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,6213,聯茂,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,6591,動力-KY,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,8210,勤誠,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,25452,8996,高力,買進,2025-08-26,2025-08-27,kqk0hlBBx1Y
鐘崑禎分析師_摩爾證券投顧,111808,1536,和大,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,1802,台玻,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,1815,富喬工業股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,2313,華通,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,2330,台積電,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,2383,台光電,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,2498,宏達電,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3044,健鼎,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3163,波若威科技股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3305,昇貿,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3324,雙鴻科技股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3363,上詮光纖通信股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3443,創意,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3450,聯鈞,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3491,昇達科技股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,3661,世芯-KY,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,4510,高鋒工業股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,4571,鈞興-KY,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,4576,大銀微系統,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,4585,達明,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,4749,新應材股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,4979,華星光通科技股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,5284,jpp-KY,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,5340,建榮工業材料股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,6188,廣明光電股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,6190,萬泰科技股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,6274,台燿科技股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,6285,啟��,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,6591,動力-KY,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,8033,雷虎,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,8222,寶一,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,8358,金居開發股份有限公司,買進,2025-08-29,2025-09-01,GettUXzeJTI
鐘崑禎分析師_摩爾證券投顧,111808,8996,高力,買進,2025-08-29,2025-09-01,GettUXzeJTI
