analyst,1301 台塑,1303 南亞,1802 台玻,1815 富喬工業股份有限公司,2317 鴻海,2330 台積電,2368 金像電,2454 聯發科,3163 波若威科技股份有限公司,3450 聯鈞,3715 定穎投控,4979 華星光通科技股份有限公司,5340 建榮工業材料股份有限公司,5439 高技企業股份有限公司,6113 亞矽科技股份有限公司,8996 高力
鐘崑禎分析師_摩爾證券投顧,買進,買進,買進,買進,買進,中立,中立,買進,中立,中立,中立,中立,買進,買進,買進,買進
